index,area,city
113043,Melmannur ,752
113044,Melolakkur ,752
113045,Melpathi ,752
113046,Melpettai ,752
113047,Melsevalambadi ,752
113048,Melsevur ,752
113049,Melsithambur ,752
113050,Melvailamur ,752
113051,Mettupalayam ,752
113052,Minambur ,752
113053,Modaiyur ,752
113054,Mokshakulam ,752
113055,Molasur ,752
113056,Morattandi ,752
113057,Mouroungapakkam ,751
113058,Moutrepalayam ,751
113059,Mouttoupalayam ,751
113060,Mudaliarpet ,751
113061,Mundiyambakkam ,752
113062,Munnur ,752
113063,Muppuli ,752
113064,Muthialpet ,751
113065,Mutrampattu ,752
113066,Muttathur ,752
113067,Nadukuppam ,752
113068,Naduvanandal ,752
113069,Nagar ,752
113070,Nallanpillaipetral ,752
113071,Nallathur ,752
113072,Nallathur ,723
113073,Nallavadu ,751
113074,Nallavur ,752
113075,Nangathur ,752
113076,Nannadu ,752
113077,Naraiyur ,752
113078,Naranamangalam ,752
113079,Nayambadi ,752
113080,Nedimoliyanur ,752
113081,Negandur ,752
113082,Neganur ,752
113083,Nellithope ,751
113084,Nemur ,752
113085,Nettapakkam ,751
113086,Nochalur ,752
113087,Nolambur ,752
113088,Odiampattu ,751
113089,Olagapuram ,752
113090,Olakkur ,752
113091,Olugarai ,751
113092,Olundiyapattu ,752
113093,Omandur ,752
113094,Omipper ,752
113095,Ongur ,752
113096,Orathur ,752
113097,Orukodi ,752
113098,Padipallam ,752
113099,Padirapuliyur ,752
113100,Pakkam ,752
113101,Pakkam ,752
113102,Palapadi ,752
113103,Palapattu ,752
113104,Palayam ,752
113105,Palliandur ,752
113106,Pallikulam ,752
113107,Pallineliyanur ,752
113108,Pallithennal ,752
113109,Panamalai ,752
113110,Panampattu ,752
113111,Panayapuram ,752
113112,Panchalam ,752
113113,Pankolathur ,752
113114,Pelakuppam ,752
113115,Pennagar ,752
113116,Peramandur ,752
113117,Perani ,752
113118,Periyababusamudram ,752
113119,Periyamur ,752
113120,Periyanolambai ,752
113121,Periyathatchur ,752
113122,Perumbakkam ,752
113123,Perumbakkam ,752
113124,Perumukkal ,752
113125,Perungappur ,752
113126,Peruvalur ,752
113127,Pidagam ,752
113128,Pidaripattu ,752
113129,Pillayarkuppam ,751
113130,Pillur ,752
113131,Pombur ,752
113132,Pondicherry Courts ,751
113133,Pondicherry HO,751
113134,Pondicherry University ,751
113135,Ponnankuppam ,752
113136,Poornankuppam ,751
113137,Poothurai ,752
113138,Poovarasankuppam ,752
113139,Porur ,752
113140,Poyyapakkam ,752
113141,Pudupakkam ,752
113142,Pulichapallam ,752
113143,Puranasingapalayam ,751
113144,PVilliyanur ,752
113145,Radhapuram ,752
113146,Rampakkam ,752
113147,Rayapudupakkam ,752
113148,Reddiarpalayam ,751
113149,Reddichavadi ,751
113150,Rettanai ,752
113151,Salamedu ,752
113152,Salayampalayam ,752
113153,Sangeethamangalam ,752
113154,Santhanagopalapuram ,752
113155,Saram  Tindivanam  ,752
113156,SaramPy ,751
113157,Sathambadi ,752
113158,Sathyamangalam ,752
113159,Sedarapet ,751
113160,SeKunnatur ,752
113161,Seliyamedu ,751
113162,Sellipet ,751
113163,Semangalam ,752
113164,Semmedu ,752
113165,Sepettai ,752
113166,Serndanur ,752
113167,Seshanganur ,752
113168,Sevalapuri ,752
113169,Sholangunam ,752
113170,Singanur ,752
113171,Singirikoil ,723
113172,Siruthalaipoondi ,752
113173,Siruvadi ,752
113174,Siruvalai ,752
113175,Sithani ,752
113176,Sokuppam ,752
113177,Sorapattu ,751
113178,Sri Aurobindo Ashram ,751
113179,Sulthanpet ,751
113180,Suthukeni ,751
113181,Teli ,752
113182,Thadagam ,752
113183,Thailapuram ,752
113184,Thaiyur ,752
113185,Thalangadu ,752
113186,Thalangunam ,752
113187,Thalavanur ,752
113188,Thaludali ,752
113189,Thamanur ,752
113190,Thandavasamudram ,752
113191,Thaniyal ,752
113192,Thattanchavady ,751
113193,Thayanur ,752
113194,Thengaithittu ,751
113195,Thenkalavoy ,752
113196,Thenkodipakkam ,752
113197,Thenpalai ,752
113198,Thenpasiyar ,752
113199,Thenputhur ,752
113200,Thensiruvalur ,752
113201,Theppirampattu ,752
113202,Thimmappanaickenpalayam ,751
113203,Thirubuvanai ,751
113204,Thiruvamathur ,752
113205,Thiruvampattu ,752
113206,Thiruvandarkoil ,751
113207,Thiruvathikunnam ,752
113208,Thondamanatham ,751
113209,Thookkanambakkam ,723
113210,Thorapadi ,752
113211,Thoravi ,752
113212,Tindivanam Bazaar ,752
113213,Tindivanam HO,752
113214,Tiruchitambalam ,752
113215,Tirukkanur ,751
113216,Tirumangalam ,752
113217,Tirupachanur ,752
113218,Tiruvakkarai ,752
113219,Tivanur ,752
113220,TMettupalayam ,752
113221,TPudupalayam ,752
113222,Ural ,752
113223,Vadanerkunam ,752
113224,Vadapalai ,752
113225,Vadhanur ,751
113226,Vaidapakkam ,752
113227,Vairapuram ,752
113228,Vakkur ,752
113229,Valathi ,752
113230,Valavanur ,752
113231,Vallam ,752
113232,Valudareddy ,752
113233,Valudavur ,752
113234,Vanur ,752
113235,VBudur ,752
113236,Veerampattinam ,751
113237,Velanthangal ,752
113238,Veliyanur ,752
113239,Vellimedupettai ,752
113240,Velur SA ,752
113241,Vembi ,752
113242,Vengandur ,752
113243,Vengandur ,752
113244,Venkata Nagar ,751
113245,Venkatadri Agaram ,752
113246,Vidur ,752
113247,Vidur Dam ,752
113248,Vikravandi RS ,752
113249,Vikravandi ,752
113250,Villiyanur ,751
113251,Villupuram Collectorate ,752
113252,Villupuram East ,752
113253,Villupuram HO,752
113254,Villupuram West ,752
113255,Vilukkam ,752
113256,Vimacoundanpalayam ,751
113257,Viramur ,752
113258,Viranam ,752
113259,Viranamur ,752
113260,VMathur ,752
113261,VMathur ,752
113262,VNallalam ,752
113263,VNerkunam ,752
113264,VParangini ,752
113265,VSalai ,752
113266,VSathanur ,752
113267,Aladu ,748
113268,Alamathi ,748
113269,Alapakkam ,748
113270,Alinjivakkam ,748
113271,Ambattur HO,745
113272,Ambattur Indl Estate ,748
113273,Amoor ,748
113274,Anakaputhur ,745
113275,Andarkuppam ,748
113276,Anuppampattu ,748
113277,Arambakkam ,748
113278,Arasur ,748
113279,Arignar Anna Nagar ,748
113280,Arni CPT ,748
113281,Athipattu ,748
113282,Avadi Camp HO,748
113283,Avadi IAF ,748
113284,Avadi ,748
113285,Ayanambakkam ,748
113286,Ayapakkam ,748
113287,Bharathipuram  Kanchipuram,745
113288,Boochiathipattu ,748
113289,Budur ,748
113290,Chinnambedu ,748
113291,Chitlapakkam ,745
113292,Christian College Tambaram ,745
113293,Chromepet ,745
113294,CRP camp  Tiruvallur,748
113295,Cvrde ,748
113296,Darkash ,745
113297,Devadanam ,748
113298,Devampattu ,748
113299,Edapalayam ,748
113300,Edoor ,748
113301,Elavur ,748
113302,Ennore Thermal Station ,748
113303,Ernavur ,748
113304,Erukkancheri ,748
113305,Erumaivettipalayam ,748
113306,GanapathipuramCMT ,745
113307,Gandhinagar ,748
113308,Gerugambakkam ,745
113309,Gowriwakkam ,745
113310,Gummidipundi ,748
113311,Guruvoyal ,748
113312,Hasthinapuram ,745
113313,Iguvarpalayam ,748
113314,Irumbuliyur ,745
113315,Jagannathapuram ,748
113316,Jothi Nagar ,748
113317,Kadaperi ,745
113318,Kaladipet ,748
113319,Kallur ,748
113320,Kamarajnagar ,748
113321,Kamarajnagar ,748
113322,Kannankottai ,748
113323,Kasthuribainagar ,745
113324,Kattupakkam ,748
113325,Kattur ,748
113326,Kavarapettai ,748
113327,Keelakattalai ,745
113328,Kelambakkam ,745
113329,Kilikodi ,748
113330,Kilmudalambedu ,748
113331,Kodungaiyur ,747
113332,Koduvalli ,748
113333,Kolapakkam ,745
113334,Kolappancheri ,748
113335,Kolathur ,745
113336,Kolathur ,747
113337,Kolur ,748
113338,Korattur RS ,748
113339,Korattur ,748
113340,Kovalam  Kanchipuram,745
113341,Kovilambakkam ,745
113342,Kovilpadagai ,748
113343,Kovur  Tamilnadu Circle,745
113344,Krishnapuram ,748
113345,Kunnathur  Kanchipuram,745
113346,Kuttambakkam ,748
113347,Lakshmipuram ,748
113348,LIC Colony ,745
113349,Madambakkam ,745
113350,Madarpakkam ,748
113351,Madhavaram Milk Colony ,748
113352,Madhavaram  Tiruvallur,748
113353,Maduravoyal ,748
113354,Malaipattu ,745
113355,Malayambakkam ,748
113356,Mambakkam ,745
113357,Manali New Town ,748
113358,Manali  Tiruvallur,748
113359,Manapakkam ,745
113360,Manellore ,748
113361,Mangadu ,745
113362,Mangavaram ,748
113363,Manimangalam ,745
113364,Mannivakkam ,745
113365,Mappedu ,745
113366,Medavakkam  ,745
113367,Medur ,748
113368,Melakkottaiyur ,745
113369,Menambedu ,748
113370,MEPZ Tambaram ,745
113371,Minjur ,748
113372,Mittanamalli ,748
113373,Mogappair ,748
113374,Mogappair West ,748
113375,Moolakadai ,748
113376,Morai ,748
113377,Mudichur ,745
113378,Mugalivakkam ,745
113379,Muttukadu ,745
113380,Nagalkeni ,745
113381,Nallambakkam ,745
113382,Nandambakkam ,745
113383,Nandiambakkam ,748
113384,Navalur ,745
113385,Nayar ,748
113386,Nazarethpettai ,748
113387,Nehrunagar ,745
113388,Neidavoyal ,748
113389,Nemam ,748
113390,Nemilichery ,745
113391,New Gummidipundi ,748
113392,North Chennai Thermal PP ,748
113393,Numbal ,748
113394,Old Pallavaram ,745
113395,Old Perungalathur ,745
113396,Oragadam ,748
113397,Orakadu ,748
113398,Otteri Extension ,745
113399,Ottiyambakkam ,745
113400,Padappai ,745
113401,Padi ,748
113402,Padianallur ,748
113403,Padur ,745
113404,Palavedu ,748
113405,Pallavada ,748
113406,Pallavaram ,745
113407,Pallikaranai ,745
113408,Pammadukulam ,748
113409,Pammal East ,745
113410,Pammal ,745
113411,Panayancheri ,748
113412,Pandeeswaram ,748
113413,Panjetti ,748
113414,Paraniputhur ,745
113415,Paruthipattu ,748
113416,Pattabiram ,748
113417,Periaobulapuam ,748
113418,Perumbedu ,748
113419,Podiyarankulam ,748
113420,Polichalur ,745
113421,Pondavakkam ,748
113422,Ponmar ,745
113423,Ponneri Public Office ,748
113424,Ponneri ,748
113425,Ponniammanmedu ,748
113426,Poonamallee ,748
113427,Porur ,748
113428,Pozhal ,748
113429,Prithivipakkam ,748
113430,Puduchatram ,748
113431,Pudupakkam ,745
113432,Puduvoyal ,748
113433,Pulicat ,748
113434,Puvalambedu ,748
113435,Radhanagar  Kanchipuram,745
113436,Railway Carshed Complex ,748
113437,Rajajinagar ,748
113438,Rajajinagar  Kanchipuram,745
113439,Rajakilpakkam ,745
113440,Rallapadi ,748
113441,Reddipalayam ,748
113442,Redhills ,748
113443,Roshanagaram ,748
113444,Rv Nagar ,748
113445,Seemapuram South ,748
113446,Selaiyur ,745
113447,Sembarambakkam ,748
113448,Senneerkuppam ,748
113449,Senthilnagar ,748
113450,Serpananchery ,745
113451,Shanmugapuram ,748
113452,Sholavaram ,748
113453,Siddharajakandigai ,748
113454,Sirukalathur ,745
113455,Sirupulalpettai ,748
113456,SITHALAPAKKAM ,745
113457,Somangalam ,745
113458,Soranjeri ,748
113459,South Malayambakkam ,745
113460,Srinivasanagar ,748
113461,Srinivasanagar East ,745
113462,Srinivasanagar  Kanchipuram,745
113463,Sriramachandra Deemed Uty ,748
113464,Subbareddypalayam ,748
113465,Sunnambukulam ,748
113466,Tambaram East ,745
113467,Tambaram HO,745
113468,Tambaram IAF ,745
113469,Tambaram Sanatorium ,745
113470,Tambaram West ,745
113471,Tank Factory Avadi ,748
113472,Tervali ,748
113473,Thandalam ,745
113474,Thandarai ,748
113475,Thanipoondi ,748
113476,Thazambur,745
113477,Thervoy ,748
113478,Thirumushi ,748
113479,Thirupalavanam ,748
113480,Thiruvengadnagar ,748
113481,Thiruverkadu ,748
113482,Thiruvidanthai ,745
113483,Thriuvellavoyal ,748
113484,Tirumangalam Road ,748
113485,Tirumudivakkam ,745
113486,Tirumullaivoyal ,748
113487,Tiruneermalai ,745
113488,Tirusulam ,745
113489,Tiruvottiyur ,748
113490,Tiruvottiyur West ,748
113491,Tondiarpet Rly Colony ,748
113492,Udayarkoil ,748
113493,Vadakarai ,748
113494,Vadaperumbakkam ,748
113495,Vallur ,748
113496,Vanagaram ,748
113497,Vandalur ,745
113498,Veeraraghavapuram ,748
113499,Vellanur ,748
113500,Vellavedu ,748
113501,Vellivoyalchavadi ,748
113502,Velnagar Vellanur ,748
113503,Velur ,748
113504,Vichoor ,748
113505,Vijayalakshmipuram ,748
113506,Vilangadupakkam ,748
113507,Villivakkam ,748
113508,Voyalanallur ,748
113509,Voyalur ,748
113510,A K Padavedu ,743
113511,Adaiyur ,743
113512,Adamangalam ,743
113513,Adanur ,743
113514,Adiannamalai ,743
113515,Adiyanur ,743
113516,Agraharapalayam ,743
113517,Akkur  Tiruvannamalai,743
113518,Alathur ,743
113519,Alathur ,743
113520,Alividaithangi ,743
113521,Allialamangalam ,743
113522,Allikondapattu ,743
113523,Alliyandal ,743
113524,Ammapalayam ,743
113525,Ammayapattu ,743
113526,Amudur ,743
113527,Ananthapuram ,743
113528,Anapathur ,743
113529,Andampallam ,743
113530,Andipattu ,743
113531,Anmarudai ,743
113532,Anukkavoor ,743
113533,Aradapattu ,743
113534,Arasampattu ,743
113535,Arasanipalai ,743
113536,Arasankanni ,743
113537,Arasur ,743
113538,Arattavadi ,743
113539,Arayalam ,743
113540,Ariyapadi ,743
113541,Arjunapuram ,743
113542,Arni Fort ,743
113543,Arni HO,734
113544,Arpakkam ,743
113545,Arudirapattu ,743
113546,Arugavur ,743
113547,Arunagirichatram ,743
113548,Arunthodu ,743
113549,Athimoor Tindivanam ,743
113550,Athipadi ,743
113551,Athurai ,743
113552,Athuvambadi ,743
113553,Avaniapuram ,743
113554,Avur ,743
113555,Ayalpadi ,743
113556,Ayyampalayam ,743
113557,Ayyampalayam ,743
113558,Ayyankulam ,743
113559,Badur ,743
113560,Banambattu ,743
113561,Bhimarapatti ,743
113562,Budamangalam ,743
113563,C Nammiandal ,743
113564,Chellankuppam ,743
113565,Chengam ,743
113566,Chennasamudram ,743
113567,Chettupattu Polur ,743
113568,Chevur ,743
113569,Cheyyar ,743
113570,Cheyyaturvendran ,743
113571,Chinnaelacheri ,743
113572,Chinnaimpettai ,743
113573,Chinnakallapadi ,743
113574,Chithathur ,743
113575,Chitragavur Pudur ,743
113576,Desur ,743
113577,Devanampattu ,743
113578,Devanur ,743
113579,Devikapuram ,743
113580,Dusi ,743
113581,Echur ,743
113582,Edathanur ,743
113583,Elaneerkundram ,743
113584,Elangadu ,743
113585,Elangunni ,743
113586,Elathur ,743
113587,Elayankanni ,743
113588,Embalam ,743
113589,Endal ,743
113590,Eraiyur ,743
113591,Erumaivetti ,743
113592,Erumbur ,743
113593,Erumpoondi ,743
113594,Esanyamadam ,743
113595,Ettivadi ,743
113596,Gangapattu ,743
113597,Gangavaram ,743
113598,Gudalur ,743
113599,Gudalur ,743
113600,Hasanamapettai ,743
113601,Inamkariyandal ,743
113602,Indiravanam ,743
113603,Injimedu ,743
113604,Irumbedu ,743
113605,Irumbedu ,743
113606,Irungur ,743
113607,Isukkalikatteri ,743
113608,Japthikarani ,743
113609,Japthikariandal ,743
113610,Kadagaman ,743
113611,Kadaladi  Tiruvannamalai,743
113612,Kadambai ,743
113613,Kaduganur ,743
113614,Kaganam ,743
113615,Kalambur ,743
113616,Kalasamudram ,743
113617,Kalasapakkam ,743
113618,Kalasthambadi ,743
113619,Kaliyur ,743
113620,Kallarai Padi ,743
113621,Kallathur ,743
113622,Kallayee Sorathur ,743
113623,Kalnagar ,743
113624,Kalur ,743
113625,Kalvasal ,743
113626,Kamakkur ,743
113627,Kammasamudram ,741
113628,Kammavanpettai ,743
113629,Kanalapadi ,743
113630,Kandavaratti ,743
113631,Kangeyanur ,743
113632,Kanji ,743
113633,Kannamangalam Bazaar ,743
113634,Kannamangalam ,743
113635,Kanthapalayam ,743
113636,Kappalur ,743
113637,Karapattu ,743
113638,Karapundi ,743
113639,Kariamangalam ,743
113640,Karkonam ,743
113641,Kasthambadi ,743
113642,Kattampoondi ,743
113643,Kattazhambattu ,741
113644,Kattukanur ,743
113645,Kattumalayanur ,743
113646,Kayambattu ,743
113647,Kelur ,743
113648,Kesavapuram ,743
113649,Kettavarampalayam ,743
113650,Kidampalayam ,743
113651,Kikkalur ,743
113652,Kilaiyur ,743
113653,Kilarasampattu ,741
113654,Kiliyapattu ,743
113655,Kilkarippur ,743
113656,Kilkodungalur ,743
113657,Kilkovalavedu ,743
113658,Kilkuppam ,743
113659,Kilnachipattu ,743
113660,Kilnamandi ,743
113661,Kilnarma ,743
113662,Kilnathur ,743
113663,Kilpaliyapattu ,743
113664,Kilpalur ,743
113665,Kilpennathur ,743
113666,Kilputhur ,743
113667,Kilsathamangalam ,743
113668,Kilsirupakkam ,743
113669,Kilvanakkambadi ,743
113670,Kilvillivalam ,743
113671,Kodanagar ,743
113672,Kodanallur ,743
113673,Kodiyalam ,743
113674,Kolakkaravadi ,743
113675,Kolakudi ,743
113676,Kolappalur  Tiruvannamalai,743
113677,Kolundampattu ,743
113678,Konalur ,743
113679,Korakkai ,743
113680,Kothandavadi ,743
113681,Kottai ,743
113682,Kovilur ,743
113683,Krishnapuram ,743
113684,Kulathur ,743
113685,Kulathur ,743
113686,Kunnakampoondi ,743
113687,Kunnathur Arni ,743
113688,Kunnathur ,743
113689,Kuppam ,743
113690,Kuppanatham ,743
113691,Kuruvimalai ,743
113692,Kuthanur ,743
113693,Kuttar ,743
113694,Kuvalai ,743
113695,Kuyilam ,743
113696,Ladavaram ,743
113697,Madipakkam ,743
113698,Madurampattu ,743
113699,Mahamayee Tirumani ,743
113700,Malamanjanur ,743
113701,Malappambadi ,743
113702,Malayur ,743
113703,Maligaipattu ,743
113704,Mallavadi ,743
113705,Mamandur ,743
113706,Mamandur Kanchipuram ,743
113707,Mambattu ,743
113708,Mandakolathur ,743
113709,Mangalam  Tiruvannamalai,743
113710,Manganallur ,743
113711,Mansurabad ,743
113712,Marudadu ,743
113713,Maruthuvambadi ,743
113714,Maruthuvambadi ,743
113715,Matam ,743
113716,Mathur ,743
113717,Mavalavadi ,743
113718,Mekkalur ,743
113719,Melachery ,743
113720,Melarvandavadi ,743
113721,Melathangal ,743
113722,Melchengam ,743
113723,Melma ,743
113724,Melmattaivinnamangalam ,743
113725,Melmudiyanur ,743
113726,Melnachipattu ,743
113727,Melnagar ,743
113728,Melnemili ,743
113729,Melpadur ,743
113730,Melpallipattu ,743
113731,Melpathi ,743
113732,Melpennathur ,743
113733,Melpuludiyur ,743
113734,Melsishamangalam ,743
113735,Melsolankuppam ,743
113736,Melvanakakambadi ,743
113737,Menalur ,743
113738,Meyyur ,743
113739,Meyyur ,743
113740,Modaiyur ,743
113741,Molugampoondi ,743
113742,Morakaniyanur ,743
113743,Moranam ,743
113744,Mosavadi ,743
113745,Mottakkal ,743
113746,Mottakkal ,743
113747,Mukkur ,743
113748,Mukkurumbai ,743
113749,Mullipattu ,743
113750,Munnurmangalam ,743
113751,Munugapattu ,743
113752,Murugapadi ,743
113753,Murukattampundi ,743
113754,Nachipattu ,743
113755,Nadukuppam ,743
113756,Nallavanpalayam ,743
113757,Nallur ,743
113758,Namandi ,743
113759,Namathodu ,743
113760,Nambedu ,743
113761,Nambedu ,743
113762,Nanjukondapuram ,741
113763,Naraiyur ,743
113764,Narasingapuram ,743
113765,Narayanakuppam ,743
113766,Narayanamangalam ,743
113767,Nariyapattu ,743
113768,Navalpakkam ,743
113769,Nayudumangalam ,741
113770,Nedumbarai ,743
113771,Nedungunam ,743
113772,Neepathurai ,743
113773,Neivanatham ,743
113774,Nelliyankulam ,743
113775,Nerkunam ,743
113776,Nesal ,743
113777,Nookambadi ,743
113778,Northampoondi ,743
113779,Odalavadi ,743
113780,Olaipadi ,743
113781,Onnupuram ,743
113782,Oorgoundanur ,743
113783,Osur ,743
113784,P Quilam ,743
113785,Pachal  Tiruvannamalai,743
113786,Padagam ,743
113787,Padiagraharam ,743
113788,Paiyur ,743
113789,Pakkiripalayam ,743
113790,Palampettai ,743
113791,Palanandal ,743
113792,Palankoil ,743
113793,Palavalam ,743
113794,Palayanur ,743
113795,Palli ,743
113796,Pallikondapattu ,743
113797,Pandithapattu ,743
113798,Pappanthangal ,743
113799,Paramanandal ,743
113800,Parasur ,743
113801,Parayampattu ,743
113802,Pathiyavadi ,743
113803,Pavithiram ,743
113804,Pelasur ,743
113805,Pennattagaram ,743
113806,Periagaram ,743
113807,Periyakilambadi ,743
113808,Periyakolapadi ,743
113809,Pernamallur ,734
113810,Perumanam ,743
113811,Perumbalai ,743
113812,Perungulathur ,743
113813,Perunkolathur ,743
113814,Perunthuraipattu ,743
113815,Pillanthangal ,743
113816,Pinjur ,743
113817,Polur  Tiruvannamalai,743
113818,Polur Town ,743
113819,Ponnur ,743
113820,Porkunam ,743
113821,Potharai ,743
113822,Pudupalayam ,743
113823,Pudupalayam  Tiruvannamalai,743
113824,Pudupattu ,743
113825,Pudur Chekkadi ,743
113826,Pudur Chengam ,743
113827,Pulavanpadi ,743
113828,Pulivanandal ,743
113829,Puliyampatti ,743
113830,Pundi Polur ,743
113831,Pungambadi ,743
113832,Punnai ,743
113833,Purisai ,743
113834,Puthur ,743
113835,Radhapuram ,743
113836,Ragunathapuram ,743
113837,Ragunathasamudram ,743
113838,Rajapalayam ,743
113839,Ramakrishnapuram ,743
113840,Ramanathapuram ,743
113841,Randam ,743
113842,Rattinamangalam ,743
113843,Rayampettai ,743
113844,Rayandapuram ,743
113845,Reddiarpalayam ,743
113846,RKunnathur ,743
113847,S Sorpanandal ,743
113848,Saduperipalayam ,743
113849,Saidapettai Arni ,743
113850,Salukkai ,743
113851,Salvedu ,743
113852,Sanikkavadi ,743
113853,Sanipundi ,743
113854,Santhavasal ,743
113855,Saron ,743
113856,Sathanur ,743
113857,Sathanurdam ,743
113858,Sathiyaviziyanagaram ,743
113859,Sattapundi ,743
113860,Sedarampattu ,743
113861,Semmambadi ,743
113862,Semmiyamangalam ,743
113863,Senal ,743
113864,Sengadu ,743
113865,Sengattankundil ,743
113866,Sengunam ,743
113867,Sennavaram ,743
113868,Serpapattu ,743
113869,Sevarapundi ,743
113870,Shro Navalpakkam ,743
113871,Sirumur ,743
113872,Sirunathur ,743
113873,Siruvallur ,743
113874,Somasipadi ,743
113875,Sorakulathur ,743
113876,Sozhavaram ,743
113877,Srinivasaudayanavaram ,743
113878,Sriramanashramam ,743
113879,Su Andapattu ,743
113880,Su Pappambadi ,743
113881,Su Valavetti ,743
113882,Sumangali ,743
113883,Susainagar ,743
113884,Tandarai ,743
113885,Tandarampattu ,743
113886,Tanipadi ,743
113887,Taradapattu ,743
113888,Tellar ,743
113889,TellurArni ,743
113890,Thachampattu ,743
113891,Thaiyar ,743
113892,Thatchambadi ,743
113893,Thatchur ,743
113894,Thenelapakkam ,743
113895,Thenkarimbalur ,743
113896,Thenmahadevamangalam ,743
113897,Thenmathur ,743
113898,Thenmudiyanur ,743
113899,Thennagaram ,743
113900,Thennankur ,743
113901,Thennathur ,743
113902,Thenpallipattu ,743
113903,Thenthinnalur ,743
113904,Therasapuram ,743
113905,Thethurai ,743
113906,Thithandapattu ,743
113907,Thorapadi ,743
113908,Thozhupedu ,743
113909,Thukkapettai ,743
113910,Thumbakkadu ,743
113911,Thumbur ,743
113912,Tirumalai ,743
113913,Tirumani ,743
113914,Tirumpundi ,743
113915,Tiruppanangadu ,743
113916,Tirusur ,743
113917,Tiruvadathanur ,743
113918,Tiruvannamalai Bazaar ,743
113919,Tiruvannamalai HO,743
113920,Tiruvannamalai RS ,743
113921,Tiruvettipuram Cutcherry ,743
113922,Tiruvettipuram ,743
113923,Turinjapuram ,743
113924,Ukkal ,743
113925,Ulagampattu ,743
113926,Ulundai ,743
113927,Vadakalpakkam ,743
113928,Vadamadimangalam ,743
113929,Vadamanapakkam ,743
113930,Vadamathur ,743
113931,Vadathinallur ,743
113932,Vadavanakkambadi ,743
113933,Vadugasathu ,743
113934,Vaipur ,743
113935,Valavachanur ,743
113936,Valayampattu ,743
113937,Valkadai ,743
113938,Vallam Arni ,743
113939,Vallam Kannamangalam ,741
113940,Vallivagai ,743
113941,Valudalangunam ,743
113942,Vanapuram ,743
113943,Vandavasi ,743
113944,Vannankulam ,743
113945,Varagur ,743
113946,Varagur Pudur ,741
113947,Vasudevampattu ,743
113948,Vasur ,743
113949,Vayalamoor ,743
113950,Vayalur ,743
113951,Vazhiyur ,743
113952,Vazhur ,743
113953,Vedal ,743
113954,Vedanatham ,743
113955,Vedandavadi ,743
113956,Veerambakkampudur ,743
113957,Veeranandal ,743
113958,VelapadiArni ,743
113959,Velayampakkam ,743
113960,Velleri ,743
113961,Velliambakkam ,743
113962,Vellur ,743
113963,Veluganandal ,743
113964,Vembakkam ,743
113965,Vengalathur ,743
113966,Vengaram ,743
113967,Vengikkal ,743
113968,Veppambattu ,743
113969,Veppurchekkadi ,743
113970,Veraiyur ,743
113971,Vettavalam ,743
113972,Vettiyantholuvam ,743
113973,Vilapakkam ,743
113974,Vilvarani ,743
113975,Vinnamangalamarni ,743
113976,Vinnavadi ,743
113977,Viralur ,743
113978,A Kattupadi ,741
113979,Abdullapuram ,741
113980,Alamelumangapuram ,741
113981,Alleri ,741
113982,Amirthi ,741
113983,Anaikattu ,741
113984,Angarankuppam ,741
113985,Annangudi ,741
113986,Appukkal ,741
113987,Arimalai ,741
113988,Ariyur  (Vellore),741
113989,Ariyur Spinning Mills ,741
113990,Arumbakkam ,741
113991,Arumparuthi ,741
113992,Asanambattu ,741
113993,Bagayam ,741
113994,Bakiyath ,741
113995,Bomminaickenpalayam ,741
113996,Brahmapuram ,741
113997,Budur ,741
113998,Chinnapalambakkam ,741
113999,Chinnapallikuppam ,741
114000,Chitteri ,741
114001,Cholavaram ,741
114002,CHRISTIAN MEDICAL COLLEGE HOSPITAL ,741
114003,CHRISTIAN MEDICAL COLLEGE  (Vellore),741
114004,Christianpet ,741
114005,Devichettikuppam ,741
114006,Edayansathu ,741
114007,Elavambadi ,741
114008,Erayangadu ,741
114009,Eripudur ,741
114010,Eriyur Amirthi ,741
114011,Eriyur ,741
114012,Gandhinagar  (Vellore),741
114013,Gandhinagar West ,741
114014,Ganganallur ,741
114015,Govindareddypalayam ,741
114016,Guruvarajapalayam ,741
114017,Jaffarapettai ,741
114018,Jardhankollai ,741
114019,Kalambattu ,741
114020,Kandipedu ,741
114021,Kangeyanallur ,741
114022,Kaniyambadi ,741
114023,Karasamangalam ,741
114024,Karigiri ,741
114025,Karugambathur ,741
114026,Kasba  (Vellore),741
114027,Katpadi Agricultural Farm ,741
114028,Katpadi North ,741
114029,Katpadi ,741
114030,Kattipattu ,741
114031,Kattuputhur ,741
114032,Kavasambattu ,741
114033,Kilkothur ,741
114034,Kilmuttukur ,741
114035,Kilsaranankuppam ,741
114036,Konavattam ,741
114037,Koranthangal ,741
114038,Kosapet  (Vellore),741
114039,Kothamangalam ,741
114040,Kovilandur ,741
114041,Krishnanagar  (Vellore),741
114042,Latteri ,741
114043,Marudhavallipalayam ,741
114044,Melarasambattu ,741
114045,Melkuppachinnanur ,741
114046,Melmonavur ,741
114047,Mudinambattu ,741
114048,Munjurpattu ,741
114049,Mutharasikuppam ,741
114050,Nadanur ,741
114051,Nagalur ,741
114052,Naganathi ,741
114053,Nammiyambattu ,741
114054,Nelvoy ,741
114055,Nemandapuram ,741
114056,Odugathur ,741
114057,Ongapadi ,741
114058,Pakkampalayam ,741
114059,Palamathi ,741
114060,Palambattu ,741
114061,Palaparambattu ,741
114062,Pallikuppam ,741
